transaction_id,transaction_type,account_id,amount,Location,timestamp
13853,Debit,151,8303.39,Codychester,2026-03-19 10:17:46.310242
13854,Credit,1879,3721.25,North Jenny,2026-05-07 10:17:46.310264
13855,Credit,543,17730.55,New Stevenshire,2025-06-04 10:17:46.310287
13856,Debit,264,9486.2,New Reginaview,2025-06-04 10:17:46.310311
13857,Debit,1756,12364.24,North Samanthaberg,2026-03-27 10:17:46.310335
13858,Debit,287,4050.26,Lake Eric,2025-08-04 10:17:46.310359
13859,Debit,1221,5773.12,Port Jeffrey,2025-09-14 10:17:46.310382
13860,Credit,1829,8117.93,North Joelshire,2026-04-13 10:17:46.310404
13861,Debit,1752,8446.75,New Diana,2026-04-04 10:17:46.310429
13862,Debit,1082,2176.8,Dorothyland,2025-12-25 10:17:46.310451
13863,Debit,659,4123.3,Vaughnberg,2025-11-24 10:17:46.310476
13864,Credit,317,19857.01,West Gregoryburgh,2025-07-01 10:17:46.310511
13865,Debit,364,5437.54,East Holly,2025-06-07 10:17:46.310538
13866,Debit,125,10895.7,Kimberlyland,2026-03-13 10:17:46.310562
13867,Credit,1282,607.86,Derekmouth,2026-03-27 10:17:46.310588
13868,Credit,635,19295.45,North Gabrielton,2025-12-12 10:17:46.310612
13869,Credit,1512,12502.24,Christineborough,2025-11-16 10:17:46.310639
13870,Credit,1732,17374.87,Mikefort,2025-08-18 10:17:46.310664
13871,Debit,1232,5412.63,South Briana,2025-11-20 10:17:46.310689
13872,Debit,1015,3486.81,Johnsonchester,2025-10-16 10:17:46.310714
13873,Debit,350,13010.11,North Theresamouth,2025-08-19 10:17:46.310745
13874,Debit,1833,5806.29,Jonesstad,2025-10-25 10:17:46.310776
13875,Debit,1150,1668.04,East Lisa,2026-03-09 10:17:46.310807
13876,Debit,826,1571.47,New Gabriel,2025-12-03 10:17:46.310829
13877,Debit,388,5966.72,Davidland,2025-12-12 10:17:46.310852
13878,Debit,1767,13952.87,Delgadobury,2026-02-07 10:17:46.310875
13879,Credit,446,9373.9,Port Robert,2025-08-03 10:17:46.310906
13880,Credit,266,4329.24,North Stephaniemouth,2025-11-20 10:17:46.310929
13881,Credit,868,15828.38,West Rebecca,2026-05-04 10:17:46.310953
13882,Debit,1758,4637.2,Farleychester,2025-08-02 10:17:46.310978
13883,Debit,250,17067.45,Carlmouth,2026-04-13 10:17:46.311012
13884,Debit,1295,16134.4,Lake Sharonstad,2026-04-20 10:17:46.311037
13885,Credit,88,9451.48,Port Amandaview,2026-05-22 10:17:46.311064
13886,Credit,660,2769.6,Port Kelly,2026-02-08 10:17:46.311090
13887,Credit,127,14878.89,West Micheal,2026-04-10 10:17:46.311115
13888,Debit,1544,13778.48,South Susanshire,2025-07-14 10:17:46.311140
13889,Debit,1517,1541.28,Justinfurt,2025-06-29 10:17:46.311167
13890,Credit,983,12940.5,Johnsonstad,2025-11-17 10:17:46.311192
13891,Credit,915,7768.13,West Shannon,2025-08-27 10:17:46.311224
13892,Debit,198,11462.72,South Dawn,2026-05-11 10:17:46.311247
13893,Debit,897,9450.93,Watkinsland,2026-05-22 10:17:46.311269
13894,Debit,828,10087.39,New Jeanhaven,2025-09-15 10:17:46.311300
13895,Debit,614,15280.73,New Rachelbury,2026-02-17 10:17:46.311324
13896,Debit,633,9819.21,Port Christopher,2025-12-29 10:17:46.311348
13897,Credit,1520,8122.37,North Andres,2026-05-03 10:17:46.311372
13898,Debit,1571,16142.72,Garcialand,2026-01-19 10:17:46.311397
13899,Debit,38,13464.81,West Stacey,2025-08-13 10:17:46.311436
13900,Credit,975,18909.61,Heidifort,2026-04-05 10:17:46.311461
13901,Debit,1978,1477.68,Smithstad,2025-07-27 10:17:46.311487
13902,Credit,736,5616.89,Angelashire,2026-01-13 10:17:46.311521
13903,Debit,1065,61.81,New Jenniferport,2026-01-09 10:17:46.311546
13904,Debit,1726,1748.62,West Stevenbury,2025-07-08 10:17:46.311572
13905,Debit,1873,2387.71,North Jason,2025-06-25 10:17:46.311599
13906,Credit,264,10325.49,West Peter,2025-08-11 10:17:46.311624
13907,Debit,1004,10236.18,Crawfordland,2026-03-15 10:17:46.311649
13908,Debit,706,5263.08,West Tylertown,2026-03-08 10:17:46.311686
13909,Debit,551,17536.38,Lake Catherine,2025-11-08 10:17:46.311712
13910,Debit,1574,15829.42,Michellechester,2026-01-30 10:17:46.311735
13911,Debit,380,10752.99,Ryanhaven,2025-11-14 10:17:46.311758
13912,Credit,1452,1197.99,South Lisaville,2025-11-13 10:17:46.311780
13913,Debit,671,6376.85,West Jose,2025-11-07 10:17:46.311804
13914,Debit,792,7060.52,North Paulfort,2026-02-14 10:17:46.311827
13915,Credit,769,3373.55,Kathleenstad,2026-01-06 10:17:46.311851
13916,Debit,1574,10692.05,Johnfort,2026-05-20 10:17:46.311874
13917,Debit,1825,1081.12,New Anastad,2025-08-12 10:17:46.311897
13918,Credit,374,8313.72,Kingbury,2025-11-18 10:17:46.311921
13919,Debit,346,7876.61,Roymouth,2026-03-07 10:17:46.311953
13920,Debit,1637,50.72,Kingville,2026-02-08 10:17:46.311987
13921,Credit,1528,10207.84,Williamchester,2026-05-20 10:17:46.312021
13922,Credit,347,3223.48,South Courtney,2026-01-31 10:17:46.312047
13923,Credit,133,17631.44,Justinfurt,2025-12-15 10:17:46.312071
13924,Credit,708,11262.94,Robertville,2025-06-14 10:17:46.312097
13925,Credit,1930,18029.72,Crawfordberg,2026-05-06 10:17:46.312122
13926,Debit,1766,6623.54,Meyershire,2025-12-11 10:17:46.312156
13927,Credit,1427,8460.62,Hillburgh,2025-07-18 10:17:46.312189
13928,Debit,941,1218.46,North Scottborough,2026-02-06 10:17:46.312222
13929,Debit,988,15260.01,West Karenberg,2025-12-08 10:17:46.312250
13930,Credit,437,11414.23,Port John,2025-07-17 10:17:46.312274
13931,Debit,804,630.96,West James,2026-01-30 10:17:46.312296
13932,Credit,39,15449.54,Aguilarland,2025-07-15 10:17:46.312319
13933,Credit,1571,6719.58,Robinsonville,2025-07-30 10:17:46.312351
13934,Debit,695,5336.31,Cheryltown,2026-01-07 10:17:46.312381
13935,Debit,636,7209.59,Melissachester,2025-07-13 10:17:46.312404
13936,Credit,584,13881.47,Avilastad,2025-06-12 10:17:46.312427
13937,Debit,1080,3597.11,Lake Loriview,2025-10-30 10:17:46.312458
13938,Debit,1983,1504.85,Amandaton,2025-12-10 10:17:46.312484
13939,Credit,1737,17250.97,Granthaven,2025-06-25 10:17:46.312509
13940,Credit,522,8701.97,Evanland,2025-09-17 10:17:46.312543
13941,Credit,694,15520.16,Johnbury,2025-06-06 10:17:46.312568
13942,Credit,598,13654.94,Maloneside,2025-08-08 10:17:46.312593
13943,Debit,295,9143.7,East Emilyfort,2026-05-25 10:17:46.312627
13944,Debit,1791,4433.21,East Sandrashire,2025-09-17 10:17:46.312654
13945,Debit,128,12803.59,Wallport,2025-12-20 10:17:46.312680
13946,Credit,476,1662.28,Port Gabrielmouth,2025-10-15 10:17:46.312714
13947,Credit,589,8795.43,Cummingsborough,2025-06-10 10:17:46.312738
13948,Credit,1440,3466.02,Brownburgh,2025-10-06 10:17:46.312769
13949,Debit,1207,3881.51,South Robert,2025-06-21 10:17:46.312800
13950,Debit,1665,5876.14,East Brianview,2025-08-11 10:17:46.312822
13951,Debit,1869,10723.31,Keithborough,2025-09-19 10:17:46.312847
13952,Debit,689,19727.38,Patelmouth,2026-02-27 10:17:46.312871
13953,Credit,1437,18521.82,New David,2026-01-19 10:17:46.312906
13954,Debit,1016,10533.78,West Jeffrey,2026-03-09 10:17:46.312931
13955,Debit,850,2613.5,West Laurenstad,2025-11-17 10:17:46.312956
13956,Debit,426,6584.33,South Robertchester,2026-01-15 10:17:46.312983
13957,Debit,1205,19953.52,Port Susanville,2025-08-13 10:17:46.313010
13958,Credit,1670,77.8,Lake Lisa,2025-10-10 10:17:46.313036
13959,Debit,836,17983.85,Valdezport,2025-06-08 10:17:46.313061
13960,Credit,1103,4595.72,Aimeetown,2026-03-06 10:17:46.313095
13961,Credit,1272,14309.89,West Tara,2026-02-04 10:17:46.313121
13962,Debit,1700,16977.04,Christophertown,2026-03-26 10:17:46.313146
13963,Credit,1787,7060.09,North Jackmouth,2025-11-10 10:17:46.313171
13964,Debit,162,13922.05,Taylorland,2025-10-10 10:17:46.313198
13965,Credit,415,1589.64,Craigfort,2025-12-22 10:17:46.313229
13966,Credit,34,17048.99,South Julie,2025-11-25 10:17:46.313260
13967,Debit,1431,8331.62,Ashleyberg,2025-08-12 10:17:46.313282
13968,Credit,804,11524.45,New Ashleyshire,2026-05-12 10:17:46.313306
13969,Credit,1808,4503.27,North Amandaville,2025-12-31 10:17:46.313330
13970,Credit,1315,9456.88,North Marcus,2026-01-31 10:17:46.313354
13971,Debit,849,14181.34,New Kelly,2025-12-06 10:17:46.313376
13972,Credit,782,11355.53,Johnfurt,2026-05-25 10:17:46.313399
13973,Debit,1753,6916.35,Alvaradotown,2026-03-02 10:17:46.313422
13974,Credit,177,4271.27,Lake Michael,2026-05-18 10:17:46.313454
13975,Credit,118,10631.83,Cindychester,2026-02-24 10:17:46.313480
13976,Debit,1257,6423.89,Lisaport,2025-08-08 10:17:46.313505
13977,Debit,116,2335.76,Billtown,2025-06-12 10:17:46.313531
13978,Credit,1267,1447.28,New Daniel,2026-02-03 10:17:46.313556
13979,Credit,323,7353.36,Julieview,2025-07-09 10:17:46.313581
13980,Debit,605,8320.41,New Connorton,2026-04-23 10:17:46.313607
13981,Debit,1695,11650.29,East Nicole,2025-11-17 10:17:46.313634
13982,Credit,1809,18962.78,South Michaelfort,2025-07-23 10:17:46.313663
13983,Debit,1551,5802.31,New Edwardport,2025-10-10 10:17:46.313691
13984,Credit,1672,15413.42,Hernandezmouth,2025-12-12 10:17:46.313717
13985,Debit,775,825.22,Port Codyborough,2025-09-14 10:17:46.313748
13986,Debit,919,14049.33,West Sarahfort,2026-02-19 10:17:46.313772
13987,Credit,1257,18562.04,Parkerchester,2026-05-10 10:17:46.313796
13988,Debit,723,7674.01,New Mary,2026-02-27 10:17:46.313831
13989,Debit,1539,7719.75,West Aaron,2026-03-27 10:17:46.313853
13990,Debit,1442,19005.35,New Kerri,2026-01-20 10:17:46.313876
13991,Credit,622,17762.8,South Javiermouth,2025-10-16 10:17:46.313899
13992,Credit,281,4427.44,East Glennmouth,2026-05-14 10:17:46.313923
13993,Credit,1828,19857.01,North Christopherstad,2025-08-16 10:17:46.313947
13994,Credit,548,7283.44,Annastad,2026-01-04 10:17:46.313972
13995,Debit,626,9503.64,New Amandahaven,2025-10-04 10:17:46.313997
13996,Credit,798,1321.92,Thompsonstad,2026-01-28 10:17:46.314023
13997,Credit,173,15763.23,Robertburgh,2026-03-11 10:17:46.314057
13998,Debit,63,11820.61,Jimeneztown,2026-05-23 10:17:46.314083
13999,Credit,111,18937.96,New Stephenbury,2025-10-05 10:17:46.314117
14000,Debit,224,15133.16,Alyssashire,2025-12-24 10:17:46.314144
14001,Debit,1584,11678.78,Aaronmouth,2025-09-25 10:17:46.314169
14002,Credit,1521,13985.65,South Mikayla,2026-05-19 10:17:46.314194
14003,Debit,1637,6705.03,Erikaview,2025-08-20 10:17:46.314219
14004,Debit,1529,7184.55,Lake Richardburgh,2025-09-08 10:17:46.314242
14005,Debit,1952,15366.08,North Jorge,2025-07-08 10:17:46.314266
14006,Credit,1518,5277.75,Richardbury,2026-03-08 10:17:46.314289
14007,Credit,1455,482.26,Jamiefurt,2025-12-26 10:17:46.314312
14008,Debit,930,16465.77,Lake Stephanie,2025-09-17 10:17:46.314334
14009,Credit,187,18703.65,North Matthew,2025-10-28 10:17:46.314357
14010,Debit,260,13948.79,Lake Barrybury,2026-03-03 10:17:46.314382
14011,Credit,1455,13803.11,Butlermouth,2025-09-04 10:17:46.314409
14012,Credit,1091,19246.97,South Sarahville,2025-09-23 10:17:46.314443
14013,Debit,713,15077.67,Sanchezshire,2025-06-06 10:17:46.314470
14014,Debit,1982,13960.98,Floresland,2026-03-27 10:17:46.314505
14015,Debit,1254,9317.39,Taylorstad,2026-01-29 10:17:46.314539
14016,Credit,16,10469.27,West Nancyburgh,2025-06-02 10:17:46.314565
14017,Credit,772,15895.74,Herreraville,2025-12-07 10:17:46.314591
14018,Credit,1548,783.47,Port Amandaport,2026-04-10 10:17:46.314625
14019,Credit,71,10308.74,Jasonmouth,2025-08-18 10:17:46.314652
14020,Credit,508,19186.95,New Ashley,2025-08-15 10:17:46.314677
14021,Debit,993,11479.64,Heathershire,2025-07-03 10:17:46.314702
14022,Debit,177,14149.36,Port Brandiview,2026-02-05 10:17:46.314726
14023,Credit,268,8787.57,South Joyceshire,2026-04-20 10:17:46.314750
14024,Credit,1253,385.8,Patricktown,2025-09-18 10:17:46.314775
14025,Debit,752,19458.12,West Kellyshire,2025-06-10 10:17:46.314806
14026,Debit,718,13612.26,North Timothy,2026-03-11 10:17:46.314830
14027,Debit,1083,18917.82,West Luisfurt,2025-10-29 10:17:46.314852
14028,Debit,359,11730.82,Joannaton,2026-05-20 10:17:46.314877
14029,Debit,1912,1013.7,South Sherrifurt,2026-01-17 10:17:46.314900
14030,Debit,476,17920.02,Millerview,2026-03-22 10:17:46.314924
14031,Debit,1488,18734.35,North Mirandabury,2025-06-19 10:17:46.314957
14032,Credit,1509,8271.99,Kellyberg,2026-03-15 10:17:46.314984
14033,Credit,517,3575.87,Donnahaven,2025-09-10 10:17:46.315018
14034,Credit,517,17012.98,Taylorbury,2025-10-16 10:17:46.315043
14035,Debit,180,12747.63,South Michelleberg,2025-06-18 10:17:46.315069
14036,Debit,1136,2176.21,Port Thomasborough,2026-05-14 10:17:46.315095
14037,Credit,342,16596.62,South Brandon,2025-07-17 10:17:46.315122
14038,Credit,1958,3073.28,Lake Anthony,2025-12-27 10:17:46.315147
14039,Credit,77,8355.68,Lake Randallhaven,2025-07-01 10:17:46.315174
14040,Debit,1408,11395.39,Alanmouth,2025-10-20 10:17:46.315201
14041,Debit,709,19338.45,Andrewfurt,2025-07-30 10:17:46.315225
14042,Credit,1043,3233.8,South Michaelhaven,2025-11-17 10:17:46.315247
14043,Debit,1236,18579.42,Brownchester,2026-02-06 10:17:46.315271
14044,Credit,134,10521.83,Perezburgh,2025-10-19 10:17:46.315302
14045,Credit,1783,12278.45,North David,2025-10-31 10:17:46.315333
14046,Credit,1274,9505.87,West Pennyport,2026-02-25 10:17:46.315356
14047,Credit,540,11232.9,East Nathan,2025-11-21 10:17:46.315383
14048,Credit,99,3286.87,Arellanotown,2025-06-08 10:17:46.315408
14049,Credit,1306,9093.77,Williamborough,2025-08-22 10:17:46.315442
14050,Credit,1556,16454.88,Kingside,2025-06-19 10:17:46.315467
14051,Debit,383,1449.78,Samanthamouth,2025-08-05 10:17:46.315501
14052,Credit,83,14442.91,Lake Stephen,2025-07-26 10:17:46.315526
14053,Credit,953,8086.48,Loganmouth,2026-02-13 10:17:46.315551
14054,Credit,1672,17290.27,Spencehaven,2025-06-28 10:17:46.315586
14055,Debit,795,1394.04,Danielmouth,2025-06-13 10:17:46.315622
14056,Credit,1732,5204.67,New Patrick,2025-06-15 10:17:46.315648
14057,Debit,1072,17341.9,South Christopherburgh,2026-04-07 10:17:46.315673
14058,Debit,274,19950.64,Tiffanyberg,2026-03-25 10:17:46.315700
14059,Credit,457,18374.11,North Chris,2025-09-06 10:17:46.315724
14060,Debit,645,2160.53,Huntchester,2025-10-17 10:17:46.315746
14061,Credit,105,1505.91,Edwardstown,2025-07-26 10:17:46.315777
14062,Credit,830,3440.36,North Brendaburgh,2026-03-19 10:17:46.315808
14063,Debit,1133,12008.57,Lake Rogerburgh,2025-08-10 10:17:46.315832
14064,Credit,1423,13352.62,Kleinland,2026-03-22 10:17:46.315856
14065,Credit,884,18842.96,South Andres,2026-03-18 10:17:46.315887
14066,Credit,734,18133.47,New Michelleview,2025-10-20 10:17:46.315914
14067,Debit,764,6303.09,Lake Amymouth,2025-06-05 10:17:46.315938
14068,Debit,487,19315.47,Melissafurt,2025-09-17 10:17:46.315963
14069,Credit,204,2323.0,Coxland,2026-03-21 10:17:46.315986
14070,Credit,1241,15266.98,Carterfort,2025-06-05 10:17:46.316021
14071,Credit,1203,18454.15,Piercemouth,2026-01-19 10:17:46.316054
14072,Debit,1361,9029.14,Finleyshire,2025-09-13 10:17:46.316089
14073,Credit,1391,19499.4,North Eugene,2025-10-28 10:17:46.316123
14074,Credit,1339,9799.25,West David,2026-01-18 10:17:46.316149
14075,Credit,1249,13222.78,Stevefort,2026-05-25 10:17:46.316174
14076,Debit,510,16411.39,Burnettshire,2025-06-04 10:17:46.316200
14077,Debit,1323,4341.28,North Josephstad,2026-04-13 10:17:46.316231
14078,Debit,1545,1444.96,New Thomas,2026-02-24 10:17:46.316256
14079,Debit,916,4356.9,Ashleyshire,2026-01-29 10:17:46.316278
14080,Debit,1144,10241.82,Kelleyfurt,2025-10-20 10:17:46.316301
14081,Credit,743,15482.21,South Gregory,2025-09-15 10:17:46.316332
14082,Debit,1130,14706.48,New James,2025-11-17 10:17:46.316355
14083,Debit,1727,13727.37,Wardburgh,2025-11-27 10:17:46.316380
14084,Debit,1714,18999.83,Weavermouth,2026-01-20 10:17:46.316414
14085,Credit,1282,12279.85,Martinberg,2025-06-25 10:17:46.316448
14086,Credit,584,15276.79,Josebury,2025-10-01 10:17:46.316482
14087,Debit,1489,1279.23,Blankenshipton,2025-09-27 10:17:46.316507
14088,Credit,83,1970.43,Laraside,2025-10-07 10:17:46.316541
14089,Debit,630,14047.41,North Williamville,2026-05-18 10:17:46.316575
14090,Debit,1164,10483.86,Craigmouth,2025-06-19 10:17:46.316601
14091,Credit,1145,19550.55,Port Joshuabury,2026-03-19 10:17:46.316626
14092,Credit,1655,18707.6,West Yolanda,2026-02-11 10:17:46.316653
14093,Credit,677,13971.45,Lake Daniel,2026-05-07 10:17:46.316677
14094,Credit,1194,6297.05,Lake Charles,2025-09-26 10:17:46.316702
14095,Credit,49,15764.93,Rachaeltown,2025-07-19 10:17:46.316726
14096,Credit,656,4416.26,South James,2026-02-18 10:17:46.316749
14097,Credit,548,14751.7,Foxtown,2025-12-08 10:17:46.316772
14098,Debit,1327,5700.31,Lake Tylermouth,2025-06-14 10:17:46.316803
14099,Debit,597,9056.69,West William,2026-05-18 10:17:46.316829
14100,Credit,465,11256.55,Lake Elizabethstad,2026-05-25 10:17:46.316851
14101,Credit,186,17849.31,New Aaronstad,2025-10-20 10:17:46.316878
14102,Credit,528,9823.13,West Maryton,2025-08-03 10:17:46.316904
14103,Debit,908,11632.87,Deckermouth,2025-06-20 10:17:46.316931
14104,Credit,1961,17843.39,Mariofurt,2025-06-10 10:17:46.316965
14105,Debit,1714,5468.92,Thomasland,2026-02-27 10:17:46.316990
14106,Debit,413,6676.15,Maddoxside,2025-06-23 10:17:46.317016
14107,Credit,1965,17676.68,Hernandezborough,2025-09-01 10:17:46.317050
14108,Credit,1090,17364.24,Millsview,2026-03-28 10:17:46.317084
14109,Debit,40,10625.22,East Robertafurt,2025-09-01 10:17:46.317118
14110,Credit,543,6543.46,East Sarahhaven,2026-05-05 10:17:46.317145
14111,Debit,1381,3496.62,South Frank,2025-07-01 10:17:46.317171
14112,Debit,672,1315.22,Dominicmouth,2025-07-16 10:17:46.317196
14113,Debit,648,9321.54,Lake Ronaldton,2025-05-31 10:17:46.317221
14114,Credit,1226,2246.6,West Karenmouth,2025-10-10 10:17:46.317245
14115,Credit,526,4653.22,Michaeltown,2025-11-24 10:17:46.317269
14116,Credit,548,11041.74,Kevinview,2025-09-26 10:17:46.317292
14117,Credit,150,636.25,Simpsonton,2026-01-04 10:17:46.317315
14118,Debit,1461,17381.08,South Ryanfort,2026-02-06 10:17:46.317346
14119,Credit,1367,16051.07,Port Karen,2025-06-08 10:17:46.317370
14120,Credit,669,5886.79,Lake Dennis,2025-07-02 10:17:46.317392
14121,Debit,1025,834.08,North Derrick,2025-09-28 10:17:46.317415
14122,Credit,1574,11064.48,Clementsstad,2025-08-07 10:17:46.317438
14123,Credit,1193,6572.65,Charlesburgh,2025-09-16 10:17:46.317472
14124,Credit,164,15255.13,Vincentmouth,2025-11-25 10:17:46.317497
14125,Credit,1585,18024.01,West Kenneth,2025-06-01 10:17:46.317523
14126,Credit,1405,1483.15,Smithview,2025-07-05 10:17:46.317547
14127,Credit,556,10891.8,Gomezstad,2025-07-16 10:17:46.317581
14128,Debit,916,14169.94,Port Stephanie,2026-01-01 10:17:46.317620
14129,Debit,5,33.25,Silvatown,2026-05-23 10:17:46.317645
14130,Credit,1555,8580.74,New Arthurstad,2026-01-14 10:17:46.317679
14131,Debit,1669,18111.8,Port David,2026-03-13 10:17:46.317706
14132,Debit,630,12635.6,North Jessica,2025-07-14 10:17:46.317729
14133,Credit,649,13179.94,Lake Amy,2025-11-18 10:17:46.317752
14134,Credit,402,12258.93,Brownborough,2025-09-22 10:17:46.317775
14135,Credit,1741,12373.89,New Paula,2025-08-22 10:17:46.317806
14136,Credit,1843,18276.98,Michaelstad,2025-08-22 10:17:46.317829
14137,Credit,1203,11441.6,North Georgechester,2025-07-05 10:17:46.317852
14138,Credit,326,5346.93,New Michaelburgh,2026-02-08 10:17:46.317878
14139,Credit,1256,5201.58,West Jill,2026-03-19 10:17:46.317905
14140,Credit,293,19441.14,South Margaret,2026-02-14 10:17:46.317930
14141,Debit,45,15660.1,Byrdport,2025-08-13 10:17:46.317955
14142,Debit,1783,16712.12,Reneefort,2026-03-07 10:17:46.317990
14143,Debit,2000,13173.7,Cummingshaven,2026-05-04 10:17:46.318015
14144,Credit,724,4349.94,Danielside,2025-08-17 10:17:46.318049
14145,Debit,1873,11304.57,East Josephchester,2025-08-28 10:17:46.318074
14146,Credit,941,10078.66,Port Deborahburgh,2025-12-15 10:17:46.318101
14147,Debit,1709,10851.71,New Toni,2025-09-23 10:17:46.318128
14148,Debit,56,15336.38,South Jacob,2026-02-23 10:17:46.318153
14149,Credit,323,18989.69,New Andrew,2026-02-10 10:17:46.318178
14150,Debit,420,6510.44,Samuelborough,2025-09-21 10:17:46.318203
14151,Credit,1211,15170.64,Whiteport,2025-07-25 10:17:46.318228
14152,Credit,388,13307.71,Lake Stephanieville,2025-09-10 10:17:46.318258
14153,Credit,27,535.31,Hillmouth,2025-11-10 10:17:46.318283
14154,Debit,906,19398.23,Perezhaven,2026-05-30 10:17:46.318313
14155,Debit,1421,2364.19,Wisebury,2025-10-01 10:17:46.318344
14156,Debit,1983,13530.58,North Shawn,2026-01-10 10:17:46.318376
14157,Debit,1485,19661.49,West Amy,2025-10-20 10:17:46.318399
14158,Debit,1439,5707.47,North Amandaburgh,2026-03-27 10:17:46.318422
14159,Credit,419,17689.18,West Jeffreyport,2025-06-08 10:17:46.318446
14160,Debit,1927,9736.74,New Sarahbury,2025-07-15 10:17:46.318471
14161,Credit,1527,17387.83,Thomasstad,2025-08-09 10:17:46.318498
14162,Credit,1886,17307.29,Lake Joberg,2025-11-29 10:17:46.318523
14163,Debit,1043,4589.18,North Ellenview,2026-05-18 10:17:46.318550
14164,Credit,1888,10248.99,Rachelport,2025-10-07 10:17:46.318576
14165,Credit,564,1937.95,Mariaport,2026-03-12 10:17:46.318601
14166,Debit,532,14383.47,Yatesberg,2025-07-22 10:17:46.318627
14167,Credit,1451,3494.28,Port Erikbury,2026-04-21 10:17:46.318661
14168,Debit,1430,10558.2,South Ryan,2025-09-30 10:17:46.318688
14169,Debit,1756,5823.07,Katieside,2026-01-23 10:17:46.318713
14170,Credit,936,18128.64,Port Marc,2026-02-21 10:17:46.318736
14171,Debit,1017,13238.58,West Marcus,2025-09-15 10:17:46.318759
14172,Debit,54,12361.83,Jacquelinefurt,2025-06-20 10:17:46.318782
14173,Credit,380,9117.23,Hendrixmouth,2026-02-06 10:17:46.318805
14174,Credit,1134,4280.78,North Sarah,2025-11-22 10:17:46.318836
14175,Debit,624,12012.76,Lake George,2025-08-03 10:17:46.318859
14176,Credit,1955,14568.79,Contrerasview,2025-12-07 10:17:46.318884
14177,Debit,1410,17589.04,Nicolehaven,2025-10-08 10:17:46.318919
14178,Credit,1896,15428.61,East Mark,2025-09-16 10:17:46.318944
14179,Credit,410,11750.63,Willisville,2025-10-27 10:17:46.318969
14180,Credit,197,16969.04,Tylerland,2025-07-15 10:17:46.319004
14181,Credit,1329,4522.9,Thompsonside,2025-09-04 10:17:46.319029
14182,Credit,92,6859.78,Benjaminhaven,2025-06-01 10:17:46.319064
14183,Debit,1449,7398.43,Lake Hannahhaven,2025-06-18 10:17:46.319090
14184,Credit,1102,16168.0,Contrerasborough,2025-10-26 10:17:46.319116
14185,Credit,1681,1182.48,Ryanmouth,2026-05-18 10:17:46.319150
14186,Credit,902,3270.83,West Joe,2025-07-06 10:17:46.319175
14187,Credit,772,13916.67,Jenkinsview,2025-11-30 10:17:46.319200
14188,Debit,270,12375.39,Jeffreyport,2025-07-06 10:17:46.319232
14189,Debit,1361,11307.07,South Jeffreyland,2025-08-13 10:17:46.319255
14190,Credit,1843,5859.45,Williamsview,2026-01-16 10:17:46.319279
14191,Debit,1667,17083.49,Steelemouth,2026-03-07 10:17:46.319310
14192,Debit,1204,12944.15,Nicholasland,2026-04-23 10:17:46.319341
14193,Debit,179,14799.07,Johnsonberg,2026-04-17 10:17:46.319364
14194,Credit,149,2281.81,Andreashire,2025-12-19 10:17:46.319394
14195,Credit,1357,18892.49,Port Sharonberg,2026-05-26 10:17:46.319417
14196,Credit,1449,3664.92,Lake Brian,2025-10-16 10:17:46.319442
14197,Credit,1815,574.05,East Sarahburgh,2025-12-29 10:17:46.319467
14198,Credit,1621,18576.0,West Adriana,2025-10-04 10:17:46.319494
14199,Debit,1626,14689.85,Williamborough,2026-01-14 10:17:46.319519
14200,Debit,1251,3228.51,Fuentesport,2026-03-04 10:17:46.319545
14201,Credit,1328,16648.83,Davidmouth,2025-07-01 10:17:46.319581
14202,Debit,1612,16148.78,Mcculloughstad,2025-08-20 10:17:46.319607
14203,Credit,207,7019.51,Cassandraview,2026-04-22 10:17:46.319641
14204,Debit,1789,2256.02,Port Christianville,2025-10-11 10:17:46.319666
14205,Debit,1721,10123.8,South Stacy,2025-06-01 10:17:46.319693
14206,Credit,1543,10621.61,New Andrewhaven,2026-04-11 10:17:46.319717
14207,Debit,730,11814.35,North Garyborough,2025-07-26 10:17:46.319742
14208,Credit,1079,10302.73,Alexismouth,2025-07-24 10:17:46.319766
14209,Debit,846,15794.17,Clarkechester,2026-04-24 10:17:46.319789
14210,Credit,1739,19954.12,Lake Karenmouth,2025-08-06 10:17:46.319824
14211,Debit,1991,14103.61,Shannonhaven,2026-05-08 10:17:46.319848
14212,Credit,1573,17822.76,Elainechester,2025-07-26 10:17:46.319873
14213,Debit,1795,4796.98,Kennethport,2025-09-25 10:17:46.319898
14214,Credit,239,19390.08,Haydenmouth,2026-05-05 10:17:46.319923
14215,Credit,1674,8745.81,Knighttown,2026-03-19 10:17:46.319957
14216,Debit,738,1294.64,Port Regina,2025-08-08 10:17:46.319991
14217,Credit,1685,19562.14,Timothyberg,2025-10-02 10:17:46.320016
14218,Debit,1784,10692.52,Christopherchester,2026-01-05 10:17:46.320042
14219,Credit,230,7435.82,Laurenborough,2025-07-18 10:17:46.320067
14220,Debit,182,11776.7,New Rebecca,2026-03-01 10:17:46.320093
14221,Debit,1376,12976.87,Beanborough,2026-01-21 10:17:46.320118
14222,Debit,557,16500.17,Knoxstad,2026-04-10 10:17:46.320152
14223,Debit,999,6538.02,Austinmouth,2025-09-02 10:17:46.320186
14224,Debit,30,14758.73,Halechester,2026-02-12 10:17:46.320211
14225,Debit,649,5937.07,South James,2025-10-20 10:17:46.320242
14226,Credit,1930,11783.22,Robersonfurt,2025-07-27 10:17:46.320265
