account_id,customer_id,account_type,balance
1000,73,CHEQUING,5096
1001,558,CHEQUING,40932
1002,862,SAVINGS,34618
1003,156,CHEQUING,376
1004,931,CHEQUING,35612
1005,180,SAVINGS,28272
1006,872,SAVINGS,30419
1007,587,CHEQUING,35727
1008,93,CHEQUING,44124
1009,787,CHEQUING,40487
1010,840,SAVINGS,3405
1011,44,SAVINGS,9528
1012,492,CHEQUING,24844
1013,330,SAVINGS,27628
1014,636,CHEQUING,5520
1015,687,SAVINGS,5165
1016,621,SAVINGS,2142
1017,997,CHEQUING,30405
1018,128,SAVINGS,40064
1019,378,SAVINGS,38640
1020,747,SAVINGS,34356
1021,130,SAVINGS,22520
1022,610,SAVINGS,18195
1023,9,SAVINGS,49501
1024,99,CHEQUING,43084
1025,820,CHEQUING,4752
1026,373,SAVINGS,34926
1027,878,CHEQUING,12487
1028,614,CHEQUING,29057
1029,891,CHEQUING,30843
1030,195,CHEQUING,47045
1031,175,SAVINGS,8418
1032,799,SAVINGS,39223
1033,756,SAVINGS,8534
1034,966,SAVINGS,43511
1035,260,CHEQUING,21145
1036,566,CHEQUING,13008
1037,165,CHEQUING,40699
1038,797,SAVINGS,44863
1039,166,CHEQUING,44013
1040,437,SAVINGS,29638
1041,567,CHEQUING,30453
1042,506,CHEQUING,44083
1043,370,CHEQUING,6071
1044,889,SAVINGS,15801
1045,320,CHEQUING,24827
1046,254,CHEQUING,19139
1047,927,SAVINGS,743
1048,394,CHEQUING,34325
1049,992,SAVINGS,45662
1050,777,CHEQUING,11695
1051,592,SAVINGS,22680
1052,785,CHEQUING,5504
1053,177,CHEQUING,34918
1054,137,SAVINGS,48141
1055,158,CHEQUING,44101
1056,661,CHEQUING,435
1057,466,CHEQUING,36649
1058,311,SAVINGS,45223
1059,697,CHEQUING,11891
1060,458,SAVINGS,49513
1061,318,CHEQUING,32191
1062,980,CHEQUING,18501
1063,921,SAVINGS,30497
1064,101,SAVINGS,31236
1065,345,SAVINGS,12336
1066,486,CHEQUING,20639
1067,43,SAVINGS,1038
1068,592,CHEQUING,10992
1069,794,SAVINGS,7805
1070,912,CHEQUING,47623
1071,225,SAVINGS,11503
1072,543,SAVINGS,9024
1073,80,CHEQUING,23990
1074,444,SAVINGS,26177
1075,107,CHEQUING,6109
1076,975,CHEQUING,14746
1077,478,CHEQUING,25319
1078,236,CHEQUING,27239
1079,184,SAVINGS,23618
1080,933,CHEQUING,15510
1081,69,CHEQUING,8531
1082,311,CHEQUING,27115
1083,551,CHEQUING,28584
1084,38,CHEQUING,38113
1085,128,SAVINGS,802
1086,719,SAVINGS,796
1087,173,SAVINGS,6462
1088,476,CHEQUING,46025
1089,250,SAVINGS,42781
1090,728,CHEQUING,2936
1091,522,SAVINGS,46974
1092,316,CHEQUING,20857
1093,380,CHEQUING,35534
1094,420,SAVINGS,26991
1095,632,CHEQUING,38152
1096,332,SAVINGS,44584
1097,577,CHEQUING,24000
1098,463,SAVINGS,3747
1099,270,CHEQUING,21339
1100,915,CHEQUING,2529
1101,831,SAVINGS,45314
1102,452,SAVINGS,32320
1103,340,CHEQUING,32747
1104,748,CHEQUING,39844
1105,118,CHEQUING,35913
1106,814,CHEQUING,12313
1107,579,CHEQUING,25916
1108,209,SAVINGS,21131
1109,758,CHEQUING,1371
1110,829,CHEQUING,17200
1111,810,SAVINGS,47307
1112,393,CHEQUING,24342
1113,537,CHEQUING,35184
1114,425,CHEQUING,33933
1115,478,SAVINGS,5078
1116,217,SAVINGS,31258
1117,491,SAVINGS,20842
1118,249,CHEQUING,44143
1119,398,SAVINGS,3132
1120,656,CHEQUING,23398
1121,703,SAVINGS,37950
1122,236,SAVINGS,38675
1123,894,SAVINGS,31165
1124,904,CHEQUING,45755
1125,936,CHEQUING,48438
1126,118,CHEQUING,36812
1127,256,CHEQUING,25050
1128,614,SAVINGS,12126
1129,842,CHEQUING,27004
1130,40,CHEQUING,31539
1131,406,CHEQUING,4436
1132,227,CHEQUING,48086
1133,192,CHEQUING,25980
1134,48,CHEQUING,45455
1135,36,SAVINGS,3156
1136,903,CHEQUING,39517
1137,742,CHEQUING,49875
1138,274,CHEQUING,31111
1139,702,SAVINGS,4884
1140,736,CHEQUING,33080
1141,380,SAVINGS,34156
1142,765,CHEQUING,43112
1143,608,CHEQUING,17785
1144,700,SAVINGS,37669
1145,284,SAVINGS,3139
1146,268,SAVINGS,23167
1147,923,CHEQUING,14272
1148,111,SAVINGS,33312
1149,4,CHEQUING,19656
1150,614,SAVINGS,45734
1151,61,CHEQUING,9816
1152,616,SAVINGS,2948
1153,153,CHEQUING,28431
1154,343,CHEQUING,12537
1155,356,CHEQUING,22494
1156,569,CHEQUING,8379
1157,640,SAVINGS,1393
1158,286,SAVINGS,2986
1159,824,CHEQUING,38999
1160,932,SAVINGS,1437
1161,216,CHEQUING,40274
1162,164,SAVINGS,1433
1163,959,CHEQUING,15565
1164,497,SAVINGS,48434
1165,809,CHEQUING,359
1166,253,SAVINGS,9344
1167,844,CHEQUING,10707
1168,846,CHEQUING,11353
1169,534,CHEQUING,45575
1170,572,CHEQUING,20615
1171,609,SAVINGS,8031
1172,490,CHEQUING,37452
1173,424,SAVINGS,17831
1174,633,CHEQUING,4178
1175,575,SAVINGS,49045
1176,770,CHEQUING,24676
1177,640,CHEQUING,25841
1178,776,SAVINGS,20215
1179,131,SAVINGS,40135
1180,301,CHEQUING,5310
1181,486,CHEQUING,46269
1182,626,CHEQUING,6578
1183,560,SAVINGS,11635
1184,690,SAVINGS,30687
1185,930,CHEQUING,29625
1186,41,CHEQUING,29134
1187,151,CHEQUING,46884
1188,364,CHEQUING,37087
1189,448,SAVINGS,24879
1190,394,SAVINGS,25901
1191,771,SAVINGS,49128
1192,874,CHEQUING,29741
1193,257,SAVINGS,8859
1194,928,CHEQUING,1188
1195,243,SAVINGS,14176
1196,656,SAVINGS,46975
1197,172,SAVINGS,5300
1198,492,SAVINGS,20043
1199,553,SAVINGS,12607
1200,481,SAVINGS,16466
1201,45,CHEQUING,42001
1202,495,SAVINGS,6614
1203,642,SAVINGS,23406
1204,675,CHEQUING,33625
1205,640,SAVINGS,13008
1206,941,SAVINGS,23588
1207,524,CHEQUING,27857
1208,207,SAVINGS,48068
1209,160,SAVINGS,38365
1210,640,CHEQUING,48033
1211,41,CHEQUING,38657
1212,265,SAVINGS,29587
1213,702,CHEQUING,6481
1214,505,CHEQUING,35222
1215,688,CHEQUING,33556
1216,972,CHEQUING,2526
1217,381,SAVINGS,25190
1218,736,CHEQUING,41597
1219,248,CHEQUING,43504
1220,744,SAVINGS,1670
1221,431,CHEQUING,8461
1222,160,CHEQUING,6898
1223,885,SAVINGS,14657
1224,999,SAVINGS,49531
1225,73,SAVINGS,38486
1226,293,SAVINGS,40264
1227,983,CHEQUING,25880
1228,344,SAVINGS,47187
1229,329,SAVINGS,22440
1230,685,CHEQUING,32804
1231,824,SAVINGS,49954
1232,700,CHEQUING,31550
1233,206,SAVINGS,31527
1234,715,SAVINGS,27724
1235,752,CHEQUING,45228
1236,386,SAVINGS,21332
1237,572,CHEQUING,7586
1238,79,SAVINGS,29499
1239,887,CHEQUING,29488
1240,320,CHEQUING,7962
1241,689,SAVINGS,48377
1242,655,CHEQUING,13217
1243,41,SAVINGS,49406
1244,254,SAVINGS,10435
1245,102,CHEQUING,341
1246,345,SAVINGS,1643
1247,747,SAVINGS,21093
1248,227,SAVINGS,23360
1249,407,SAVINGS,46347
1250,845,CHEQUING,46237
1251,178,CHEQUING,1878
1252,848,CHEQUING,4597
1253,454,CHEQUING,3521
1254,108,SAVINGS,46570
1255,804,CHEQUING,49554
1256,715,CHEQUING,24153
1257,250,SAVINGS,7506
1258,478,CHEQUING,19538
1259,193,CHEQUING,42716
1260,992,CHEQUING,44051
1261,506,SAVINGS,42832
1262,618,CHEQUING,29961
1263,511,SAVINGS,45474
1264,312,CHEQUING,21551
1265,367,SAVINGS,47830
1266,170,SAVINGS,19996
1267,470,SAVINGS,35961
1268,27,CHEQUING,24323
1269,203,SAVINGS,26895
1270,563,SAVINGS,8685
1271,522,CHEQUING,29901
1272,513,SAVINGS,42881
1273,839,SAVINGS,29511
1274,561,CHEQUING,33878
1275,550,CHEQUING,23954
1276,47,CHEQUING,7414
1277,967,SAVINGS,34706
1278,365,CHEQUING,30493
1279,668,CHEQUING,26787
1280,935,CHEQUING,30471
1281,726,CHEQUING,36528
1282,81,CHEQUING,16069
1283,525,SAVINGS,8429
1284,125,SAVINGS,39536
1285,497,SAVINGS,1387
1286,16,SAVINGS,22765
1287,907,SAVINGS,36566
1288,129,SAVINGS,28380
1289,621,CHEQUING,11273
1290,723,SAVINGS,16605
1291,746,SAVINGS,24388
1292,131,CHEQUING,4514
1293,398,SAVINGS,23240
1294,524,CHEQUING,13584
1295,170,SAVINGS,14344
1296,503,SAVINGS,21442
1297,522,CHEQUING,31154
1298,162,CHEQUING,13791
1299,425,CHEQUING,49480
1300,438,SAVINGS,15151
1301,30,CHEQUING,19099
1302,613,SAVINGS,22131
1303,55,CHEQUING,19707
1304,161,SAVINGS,24175
1305,414,CHEQUING,10813
1306,217,SAVINGS,14006
1307,634,SAVINGS,45573
1308,697,CHEQUING,14330
1309,975,CHEQUING,48909
1310,798,CHEQUING,37245
1311,746,SAVINGS,35468
1312,656,SAVINGS,31386
1313,32,SAVINGS,34304
1314,781,CHEQUING,41953
1315,423,SAVINGS,28345
1316,765,CHEQUING,14134
1317,418,CHEQUING,46632
1318,526,SAVINGS,17493
1319,844,CHEQUING,15159
1320,711,SAVINGS,37162
1321,280,CHEQUING,14930
1322,665,SAVINGS,1633
1323,344,SAVINGS,11332
1324,311,CHEQUING,1943
1325,737,SAVINGS,11249
1326,262,SAVINGS,47182
1327,689,CHEQUING,20290
1328,787,CHEQUING,18953
1329,765,CHEQUING,34982
1330,527,CHEQUING,20268
1331,442,SAVINGS,33823
1332,11,CHEQUING,5023
1333,895,SAVINGS,8140
1334,897,CHEQUING,28828
1335,564,SAVINGS,7301
1336,927,CHEQUING,2390
1337,533,SAVINGS,16591
1338,88,SAVINGS,8418
1339,129,SAVINGS,40406
1340,284,SAVINGS,40587
1341,234,SAVINGS,48983
1342,153,CHEQUING,18523
1343,933,CHEQUING,26072
1344,400,SAVINGS,10001
1345,559,CHEQUING,44863
1346,497,SAVINGS,1848
1347,397,SAVINGS,24161
1348,481,SAVINGS,13170
1349,768,SAVINGS,46518
1350,102,CHEQUING,45434
1351,237,CHEQUING,34976
1352,959,CHEQUING,18213
1353,410,CHEQUING,28138
1354,317,SAVINGS,23248
1355,916,SAVINGS,26907
1356,564,CHEQUING,2386
1357,826,SAVINGS,34134
1358,486,SAVINGS,13831
1359,614,CHEQUING,32647
1360,109,SAVINGS,42855
1361,902,SAVINGS,20557
1362,672,SAVINGS,19099
1363,763,SAVINGS,13715
1364,89,CHEQUING,46531
1365,71,CHEQUING,7189
1366,801,SAVINGS,12037
1367,610,CHEQUING,20774
1368,150,CHEQUING,26819
1369,256,SAVINGS,5484
1370,394,CHEQUING,36376
1371,48,SAVINGS,45009
1372,353,SAVINGS,33131
1373,273,SAVINGS,5215
1374,149,SAVINGS,31586
1375,950,CHEQUING,45449
1376,145,CHEQUING,44517
1377,18,SAVINGS,1516
1378,556,CHEQUING,19263
1379,241,CHEQUING,42816
1380,829,SAVINGS,26283
1381,715,SAVINGS,46288
1382,284,CHEQUING,42513
1383,360,CHEQUING,13208
1384,250,SAVINGS,14353
1385,893,CHEQUING,37370
1386,480,CHEQUING,9708
1387,782,SAVINGS,29374
1388,81,SAVINGS,24152
1389,311,SAVINGS,11362
1390,948,CHEQUING,17469
1391,927,SAVINGS,36912
1392,809,SAVINGS,10898
1393,392,SAVINGS,39251
1394,949,CHEQUING,8157
1395,307,CHEQUING,13213
1396,577,SAVINGS,9151
1397,716,CHEQUING,6479
1398,97,CHEQUING,26733
1399,905,SAVINGS,19457
1400,496,SAVINGS,38163
1401,137,CHEQUING,46942
1402,489,CHEQUING,13893
1403,1000,SAVINGS,24650
1404,425,SAVINGS,31248
1405,493,CHEQUING,11509
1406,259,SAVINGS,40990
1407,483,SAVINGS,29320
1408,15,CHEQUING,1794
1409,871,SAVINGS,18744
1410,643,SAVINGS,46577
1411,630,SAVINGS,42719
1412,146,SAVINGS,17905
1413,322,SAVINGS,4189
1414,294,SAVINGS,2872
1415,316,SAVINGS,42594
1416,870,CHEQUING,33014
1417,768,CHEQUING,36760
1418,829,SAVINGS,14943
1419,182,CHEQUING,45125
1420,965,SAVINGS,7136
1421,789,SAVINGS,12194
1422,127,SAVINGS,44138
1423,974,CHEQUING,30754
1424,64,CHEQUING,19077
1425,230,CHEQUING,21642
1426,971,SAVINGS,7647
1427,49,SAVINGS,35349
1428,199,CHEQUING,3105
1429,445,CHEQUING,23578
1430,304,SAVINGS,40288
1431,33,CHEQUING,37163
1432,414,SAVINGS,45574
1433,186,CHEQUING,21042
1434,395,SAVINGS,5259
1435,313,SAVINGS,49322
1436,882,SAVINGS,42264
1437,168,SAVINGS,32426
1438,430,CHEQUING,6925
1439,922,CHEQUING,12178
1440,808,SAVINGS,29091
1441,657,CHEQUING,37570
1442,913,CHEQUING,28450
1443,909,SAVINGS,25582
1444,205,SAVINGS,38016
1445,196,CHEQUING,43786
1446,622,CHEQUING,29412
1447,852,SAVINGS,40001
1448,663,CHEQUING,36297
1449,583,CHEQUING,35496
1450,746,CHEQUING,4144
1451,647,SAVINGS,16976
1452,811,SAVINGS,10271
1453,527,CHEQUING,48096
1454,631,SAVINGS,43075
1455,938,CHEQUING,48253
1456,80,CHEQUING,26771
1457,528,CHEQUING,46050
1458,331,CHEQUING,45451
1459,642,CHEQUING,27475
1460,171,CHEQUING,43361
1461,284,SAVINGS,22255
1462,819,CHEQUING,20397
1463,267,SAVINGS,16363
1464,688,CHEQUING,48642
1465,362,SAVINGS,13436
1466,549,CHEQUING,250
1467,351,SAVINGS,27914
1468,161,SAVINGS,19427
1469,299,CHEQUING,15360
1470,259,SAVINGS,32038
1471,823,SAVINGS,6255
1472,970,SAVINGS,46338
1473,111,SAVINGS,19944
1474,201,SAVINGS,26871
1475,954,CHEQUING,182
1476,152,SAVINGS,8602
1477,491,SAVINGS,31265
1478,496,SAVINGS,27984
1479,173,SAVINGS,5218
1480,681,SAVINGS,44938
1481,435,SAVINGS,49789
1482,9,CHEQUING,39224
1483,897,SAVINGS,43129
1484,836,SAVINGS,2670
1485,731,SAVINGS,34865
1486,187,CHEQUING,16009
1487,588,SAVINGS,47923
1488,784,CHEQUING,22104
1489,883,CHEQUING,10321
1490,11,SAVINGS,903
1491,3,CHEQUING,42239
1492,768,SAVINGS,38935
1493,379,CHEQUING,6513
1494,761,SAVINGS,2459
1495,732,CHEQUING,38261
1496,460,SAVINGS,13545
1497,260,SAVINGS,12190
1498,120,CHEQUING,6690
1499,808,SAVINGS,15022
1500,911,CHEQUING,19671
1501,622,CHEQUING,49460
1502,89,CHEQUING,33436
1503,717,CHEQUING,20326
1504,333,SAVINGS,12034
1505,5,CHEQUING,17949
1506,13,SAVINGS,41914
1507,343,SAVINGS,49798
1508,369,SAVINGS,11472
1509,157,SAVINGS,17230
1510,23,SAVINGS,7243
1511,432,CHEQUING,38100
1512,87,CHEQUING,24299
1513,909,SAVINGS,37920
1514,594,SAVINGS,29420
1515,646,CHEQUING,43392
1516,687,SAVINGS,1146
1517,743,SAVINGS,41854
1518,21,SAVINGS,26382
1519,178,CHEQUING,44998
1520,773,SAVINGS,16321
1521,477,CHEQUING,39302
1522,379,CHEQUING,28408
1523,659,SAVINGS,20736
1524,318,CHEQUING,37239
1525,574,SAVINGS,48096
1526,10,SAVINGS,1585
1527,985,CHEQUING,29734
1528,409,CHEQUING,19802
1529,484,SAVINGS,9178
1530,129,SAVINGS,34187
1531,982,SAVINGS,28204
1532,306,CHEQUING,38046
1533,343,CHEQUING,14606
1534,641,SAVINGS,32999
1535,801,SAVINGS,35144
1536,541,SAVINGS,5666
1537,734,CHEQUING,4413
1538,583,SAVINGS,21147
1539,647,CHEQUING,25588
1540,942,CHEQUING,745
1541,237,SAVINGS,32208
1542,988,SAVINGS,34219
1543,164,SAVINGS,3123
1544,972,CHEQUING,45619
1545,446,CHEQUING,19351
1546,521,CHEQUING,48998
1547,763,SAVINGS,36095
1548,398,SAVINGS,2725
1549,515,SAVINGS,862
1550,207,SAVINGS,25825
1551,794,SAVINGS,29352
1552,873,SAVINGS,25700
1553,592,SAVINGS,41958
1554,572,CHEQUING,28932
1555,248,SAVINGS,39756
1556,693,CHEQUING,9348
1557,107,CHEQUING,23878
1558,312,SAVINGS,30660
1559,166,SAVINGS,26284
1560,464,SAVINGS,25288
1561,301,SAVINGS,11964
1562,211,SAVINGS,7516
1563,369,CHEQUING,19485
1564,429,SAVINGS,6041
1565,125,CHEQUING,33166
1566,499,CHEQUING,9171
1567,424,SAVINGS,37015
1568,420,SAVINGS,45462
1569,513,CHEQUING,23611
1570,112,SAVINGS,39640
1571,327,SAVINGS,37752
1572,473,CHEQUING,28993
1573,371,CHEQUING,10380
1574,373,CHEQUING,49068
1575,434,SAVINGS,8809
1576,572,CHEQUING,25367
1577,726,SAVINGS,10174
1578,88,CHEQUING,15095
1579,755,SAVINGS,20206
1580,529,CHEQUING,48189
1581,124,SAVINGS,6621
1582,271,SAVINGS,36289
1583,627,SAVINGS,45693
1584,266,SAVINGS,13484
1585,201,SAVINGS,38045
1586,582,CHEQUING,29892
1587,118,SAVINGS,35524
1588,387,CHEQUING,44372
1589,815,SAVINGS,34114
1590,298,CHEQUING,39741
1591,644,SAVINGS,29018
1592,6,CHEQUING,17144
1593,346,SAVINGS,7388
1594,513,CHEQUING,19889
1595,271,SAVINGS,11355
1596,375,CHEQUING,811
1597,607,CHEQUING,37459
1598,351,SAVINGS,15740
1599,83,CHEQUING,12111
1600,975,CHEQUING,29838
1601,937,CHEQUING,10593
1602,922,CHEQUING,12895
1603,717,SAVINGS,1614
1604,478,CHEQUING,42495
1605,273,CHEQUING,11242
1606,685,SAVINGS,15343
1607,695,SAVINGS,31719
1608,782,SAVINGS,3450
1609,684,SAVINGS,9535
1610,479,CHEQUING,10521
1611,285,CHEQUING,23604
1612,961,CHEQUING,16720
1613,306,CHEQUING,8918
1614,893,CHEQUING,5866
1615,735,CHEQUING,4306
1616,964,CHEQUING,24784
1617,423,CHEQUING,37349
1618,520,SAVINGS,46281
1619,108,CHEQUING,49343
1620,477,CHEQUING,6532
1621,681,CHEQUING,5169
1622,804,CHEQUING,18562
1623,939,SAVINGS,35659
1624,565,SAVINGS,29190
1625,675,SAVINGS,2639
1626,430,SAVINGS,14800
1627,266,CHEQUING,32021
1628,167,SAVINGS,27753
1629,672,CHEQUING,8349
1630,977,CHEQUING,34396
1631,354,SAVINGS,13347
1632,936,CHEQUING,16903
1633,286,SAVINGS,32014
1634,93,SAVINGS,32485
1635,576,CHEQUING,41399
1636,671,SAVINGS,40204
1637,339,CHEQUING,23532
1638,316,SAVINGS,416
1639,639,CHEQUING,16486
1640,215,CHEQUING,5584
1641,379,CHEQUING,15331
1642,446,SAVINGS,14390
1643,106,CHEQUING,31935
1644,114,SAVINGS,20703
1645,526,CHEQUING,36701
1646,868,CHEQUING,39243
1647,377,CHEQUING,43698
1648,26,SAVINGS,38906
1649,187,SAVINGS,30572
1650,501,CHEQUING,32495
1651,460,CHEQUING,49867
1652,463,CHEQUING,45675
1653,499,SAVINGS,25540
1654,870,SAVINGS,31291
1655,101,CHEQUING,42493
1656,674,SAVINGS,6146
1657,529,CHEQUING,24082
1658,212,CHEQUING,2037
1659,512,SAVINGS,20956
1660,181,SAVINGS,31325
1661,928,CHEQUING,20028
1662,458,CHEQUING,21178
1663,66,SAVINGS,34649
1664,75,CHEQUING,42601
1665,472,SAVINGS,15612
1666,383,SAVINGS,14860
1667,195,CHEQUING,12497
1668,6,CHEQUING,23562
1669,478,CHEQUING,17425
1670,981,CHEQUING,2871
1671,837,CHEQUING,37371
1672,446,SAVINGS,25144
1673,241,CHEQUING,23444
1674,149,CHEQUING,15586
1675,665,SAVINGS,4204
1676,493,SAVINGS,32032
1677,481,SAVINGS,38161
1678,977,SAVINGS,28542
1679,419,CHEQUING,156
1680,871,CHEQUING,48619
1681,580,CHEQUING,15807
1682,932,SAVINGS,8057
1683,91,SAVINGS,44719
1684,64,SAVINGS,3390
1685,639,CHEQUING,16845
1686,401,CHEQUING,39165
1687,716,SAVINGS,33787
1688,100,CHEQUING,36393
1689,772,CHEQUING,25115
1690,479,SAVINGS,48561
1691,36,CHEQUING,41246
1692,402,SAVINGS,37536
1693,519,SAVINGS,26954
1694,546,CHEQUING,34062
1695,921,CHEQUING,19938
1696,527,CHEQUING,49833
1697,887,CHEQUING,22613
1698,951,SAVINGS,11885
1699,582,SAVINGS,28086
1700,328,CHEQUING,1168
1701,739,SAVINGS,29667
1702,517,SAVINGS,3123
1703,190,SAVINGS,28722
1704,118,SAVINGS,27741
1705,673,CHEQUING,9997
1706,468,SAVINGS,3416
1707,253,CHEQUING,48234
1708,499,CHEQUING,33790
1709,25,CHEQUING,17383
1710,554,SAVINGS,1720
1711,737,SAVINGS,43266
1712,275,CHEQUING,22417
1713,70,SAVINGS,47057
1714,900,SAVINGS,12634
1715,907,SAVINGS,4457
1716,243,SAVINGS,46024
1717,376,CHEQUING,12751
1718,869,SAVINGS,46285
1719,221,CHEQUING,29692
1720,385,SAVINGS,27473
1721,546,CHEQUING,27383
1722,697,SAVINGS,1463
1723,834,CHEQUING,37403
1724,635,CHEQUING,40812
1725,996,SAVINGS,22908
1726,699,SAVINGS,9509
1727,527,SAVINGS,12502
1728,260,SAVINGS,11276
1729,159,SAVINGS,41021
1730,207,CHEQUING,20879
1731,787,CHEQUING,41358
1732,288,CHEQUING,40697
1733,934,SAVINGS,45617
1734,679,SAVINGS,17207
1735,424,SAVINGS,39841
1736,271,CHEQUING,30764
1737,507,CHEQUING,13728
1738,439,CHEQUING,18325
1739,720,SAVINGS,18050
1740,477,CHEQUING,2382
1741,825,SAVINGS,26703
1742,277,SAVINGS,13497
1743,493,CHEQUING,27172
1744,945,SAVINGS,37434
1745,211,CHEQUING,8756
1746,908,CHEQUING,49611
1747,914,SAVINGS,14222
1748,765,CHEQUING,32931
1749,810,CHEQUING,49983
1750,820,SAVINGS,34870
1751,573,SAVINGS,18250
1752,73,SAVINGS,35564
1753,233,SAVINGS,45036
1754,134,SAVINGS,43739
1755,343,CHEQUING,17495
1756,530,SAVINGS,46276
1757,623,SAVINGS,36668
1758,760,CHEQUING,26659
1759,896,SAVINGS,5020
1760,140,SAVINGS,24343
1761,417,CHEQUING,5445
1762,686,SAVINGS,45030
1763,266,SAVINGS,2498
1764,740,SAVINGS,23863
1765,823,CHEQUING,4385
1766,257,CHEQUING,43187
1767,366,CHEQUING,16680
1768,500,CHEQUING,8261
1769,74,SAVINGS,3878
1770,45,SAVINGS,41717
1771,848,SAVINGS,42895
1772,68,CHEQUING,41424
1773,745,SAVINGS,28910
1774,646,SAVINGS,10855
1775,430,SAVINGS,19621
1776,772,SAVINGS,16024
1777,937,CHEQUING,14359
1778,165,SAVINGS,39930
1779,230,SAVINGS,45226
1780,599,CHEQUING,40371
1781,79,SAVINGS,601
1782,972,SAVINGS,33160
1783,71,SAVINGS,28673
1784,80,CHEQUING,12305
1785,658,SAVINGS,23002
1786,771,SAVINGS,30459
1787,653,CHEQUING,46654
1788,748,SAVINGS,15996
1789,764,SAVINGS,1063
1790,821,CHEQUING,23219
1791,593,CHEQUING,39321
1792,268,SAVINGS,894
1793,847,CHEQUING,43815
1794,290,CHEQUING,36021
1795,17,CHEQUING,14376
1796,887,SAVINGS,44690
1797,511,CHEQUING,38372
1798,943,SAVINGS,2118
1799,91,CHEQUING,34652
1800,751,SAVINGS,26418
1801,343,CHEQUING,11324
1802,764,CHEQUING,20715
1803,539,CHEQUING,140
1804,277,CHEQUING,41883
1805,820,CHEQUING,2688
1806,773,SAVINGS,3210
1807,564,CHEQUING,13564
1808,845,CHEQUING,19620
1809,898,SAVINGS,14872
1810,540,SAVINGS,38354
1811,174,SAVINGS,33419
1812,553,SAVINGS,39611
1813,112,SAVINGS,22544
1814,934,CHEQUING,5494
1815,792,SAVINGS,14230
1816,907,CHEQUING,26647
1817,354,CHEQUING,8411
1818,780,SAVINGS,23565
1819,231,CHEQUING,41752
1820,400,CHEQUING,3854
1821,826,CHEQUING,12994
1822,732,CHEQUING,25351
1823,244,SAVINGS,10265
1824,976,CHEQUING,11699
1825,602,SAVINGS,35651
1826,299,CHEQUING,31459
1827,369,SAVINGS,49637
1828,567,CHEQUING,10409
1829,702,SAVINGS,34934
1830,765,CHEQUING,38245
1831,136,CHEQUING,34822
1832,28,CHEQUING,48809
1833,57,CHEQUING,2591
1834,508,CHEQUING,37453
1835,480,CHEQUING,39887
1836,407,CHEQUING,39852
1837,584,CHEQUING,37260
1838,785,SAVINGS,22351
1839,133,CHEQUING,22955
1840,451,SAVINGS,24607
1841,862,CHEQUING,801
1842,564,CHEQUING,8085
1843,184,CHEQUING,18747
1844,437,SAVINGS,7072
1845,780,CHEQUING,49507
1846,854,SAVINGS,14597
1847,918,SAVINGS,44119
1848,361,SAVINGS,33382
1849,311,SAVINGS,1404
1850,209,SAVINGS,38402
1851,881,CHEQUING,10238
1852,267,SAVINGS,14472
1853,972,SAVINGS,25995
1854,319,CHEQUING,7404
1855,931,SAVINGS,5739
1856,231,CHEQUING,10523
1857,426,CHEQUING,26894
1858,451,CHEQUING,33926
1859,508,SAVINGS,24873
1860,239,CHEQUING,1772
1861,997,CHEQUING,9495
1862,12,SAVINGS,14653
1863,26,SAVINGS,27016
1864,926,SAVINGS,9715
1865,414,SAVINGS,13239
1866,509,SAVINGS,39070
1867,737,CHEQUING,43975
1868,870,SAVINGS,35042
1869,624,CHEQUING,25742
1870,364,SAVINGS,46626
1871,61,SAVINGS,35109
1872,549,SAVINGS,25321
1873,164,CHEQUING,48694
1874,624,SAVINGS,10381
1875,659,CHEQUING,33083
1876,563,SAVINGS,1366
1877,979,CHEQUING,48019
1878,692,SAVINGS,35790
1879,958,SAVINGS,46433
1880,923,CHEQUING,11364
1881,307,CHEQUING,11540
1882,439,SAVINGS,26153
1883,254,SAVINGS,26170
1884,395,SAVINGS,4687
1885,610,CHEQUING,24271
1886,774,SAVINGS,15253
1887,334,CHEQUING,25372
1888,727,CHEQUING,35919
1889,831,SAVINGS,30870
1890,334,CHEQUING,45540
1891,912,SAVINGS,15576
1892,918,CHEQUING,3757
1893,405,CHEQUING,45409
1894,218,SAVINGS,16240
1895,549,SAVINGS,25401
1896,93,SAVINGS,11996
1897,825,CHEQUING,49407
1898,628,CHEQUING,33742
1899,517,SAVINGS,44911
1900,227,SAVINGS,13242
1901,109,CHEQUING,35108
1902,626,SAVINGS,48178
1903,639,CHEQUING,25238
1904,706,SAVINGS,19004
1905,200,CHEQUING,28931
1906,171,CHEQUING,30038
1907,259,CHEQUING,4527
1908,195,SAVINGS,28496
1909,336,SAVINGS,2599
1910,905,CHEQUING,21511
1911,941,CHEQUING,22508
1912,136,SAVINGS,25109
1913,737,SAVINGS,24054
1914,87,SAVINGS,12545
1915,986,CHEQUING,24310
1916,841,CHEQUING,24401
1917,991,CHEQUING,15195
1918,470,SAVINGS,28017
1919,732,CHEQUING,13521
1920,776,SAVINGS,45862
1921,151,CHEQUING,40105
1922,823,SAVINGS,46292
1923,46,SAVINGS,37210
1924,577,CHEQUING,4386
1925,580,CHEQUING,7176
1926,540,SAVINGS,35450
1927,711,CHEQUING,1578
1928,982,CHEQUING,48129
1929,541,CHEQUING,670
1930,267,SAVINGS,19692
1931,963,CHEQUING,32822
1932,247,SAVINGS,11337
